width,height,loadLatency,streamBandwidth,estimatedBandwidth,decodedFrames,droppedFrames,bufferingTime,playTime,pauseTime,manifestTimeSeconds,corruptedFrames,rtt,rto
854,480,105,3077,0,157,0,0,5,2,0,0,24,200
854,480,105,3077,0,157,0,0,5,2,0,0,24,200
854,480,105,3077,0,157,0,0,5,2,0,0,24,200
854,480,105,3077,0,157,0,0,5,2,0,0,24,200
854,480,105,3077,0,157,0,0,5,2,0,0,24,200
854,480,105,3077,0,157,0,0,5,2,0,0,24,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,165,0,0,6,2,0,0,23,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,173,0,0,6,2,0,0,22,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,181,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,189,0,0,6,2,0,0,14,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,197,0,0,7,2,0,0,25,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,205,0,0,7,2,0,0,21,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,213,0,0,7,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,221,0,0,8,2,0,0,15,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,229,0,0,8,2,0,0,28,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,237,0,0,8,2,0,0,19,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,245,0,0,8,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,253,0,0,9,2,0,0,17,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
854,480,105,3077,0,261,0,0,9,2,0,0,12,200
